time , step-size , {ct}.ct.gpsVelX , {ct}.ct.gpsVelY , {ct}.ct.gpsVelZ , {ct}.ct.gpsX , {ct}.ct.gpsY , {ct}.ct.gpsZ , {de}.de.motor1 , {de}.de.motor2 , {de}.de.motor3 , {de}.de.motor4
0.0825 , 0.0025000000000000022 , -2.2778087566349468E-18 , -1.12338241837811E-21 , -0.03264978755710988 , -4.506054504279989E-20 , -2.2223210757341444E-23 , -2.8204698567291605E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.085 , 0.0025000000000000022 , -2.5012627394968968E-18 , -1.2335866991073322E-21 , -0.03443065549905988 , -5.1031476311430405E-20 , -2.5167987920474733E-23 , -3.6589753949312824E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.0875 , 0.0024999999999999883 , -2.7389194510760356E-18 , -1.350795560746786E-21 , -0.036211523441009454 , -5.757869590209279E-20 , -2.839698217031536E-23 , -4.542002631682145E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.09 , 0.0025000000000000022 , -2.9912539156466744E-18 , -1.4752432784157105E-21 , -0.037992391382958714 , -6.473830325101491E-20 , -3.192799722802892E-23 , -5.469551566981747E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.0925 , 0.0025000000000000022 , -3.258763143178849E-18 , -1.6071749702613031E-21 , -0.03977325932490795 , -7.254761111612745E-20 , -3.5779435207541133E-23 , -6.441622200830081E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.095 , 0.0025000000000000022 , -3.5419041696503655E-18 , -1.7468160398344713E-21 , -0.04155412726685724 , -8.104515301666825E-20 , -3.9970300284643275E-23 , -7.458214533227147E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.0975 , 0.0025000000000000022 , -3.8410887271811714E-18 , -1.894369547476995E-21 , -0.043334995208806536 , -9.027050024112895E-20 , -4.452010844795141E-23 , -8.519328564172944E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.1 , 0.0025000000000000022 , -4.156813825741301E-18 , -2.05008061133607E-21 , -0.04511586315075583 , -1.0026438043676521E-19 , -4.944894598554204E-23 , -9.624964293667474E-4 , 100.0 , 100.0 , 100.0 , 100.0
0.1025 , 0.0024999999999999883 , -4.4895791402336005E-18 , -2.2141956638653117E-21 , -0.04689673109270512 , -1.1106876954977886E-19 , -5.477751482852353E-23 , -0.001077512172171073 , 100.0 , 100.0 , 100.0 , 100.0
0.105 , 0.0025000000000000022 , -4.839884345560922E-18 , -2.3869611375183373E-21 , -0.04867759903465441 , -1.22726892713629E-19 , -6.05271329891384E-23 , -0.0011969800848302726 , 100.0 , 100.0 , 100.0 , 100.0
0.1075 , 0.0025000000000000022 , -5.208229116626113E-18 , -2.5686234647487628E-21 , -0.05045846697660371 , -1.352832242490317E-19 , -6.671973456076308E-23 , -0.0013209001673443453 , 100.0 , 100.0 , 100.0 , 100.0
0.11 , 0.0025000000000000022 , -5.595113128332023E-18 , -2.759429078010204E-21 , -0.052239334918553 , -1.4878348766396016E-19 , -7.337786971790807E-23 , -0.0014492724197132912 , 100.0 , 100.0 , 100.0 , 100.0
0.1125 , 0.0025000000000000022 , -6.0010360555815016E-18 , -2.959624409756276E-21 , -0.0540202028605023 , -1.6327465565364478E-19 , -8.052470471621795E-23 , -0.0015820968419371102 , 100.0 , 100.0 , 100.0 , 100.0
0.115 , 0.0025000000000000022 , -6.4264975732773975E-18 , -3.169455892440595E-21 , -0.05580107080245159 , -1.7880495010057301E-19 , -8.818402189247132E-23 , -0.0017193734340158026 , 100.0 , 100.0 , 100.0 , 100.0
0.1175 , 0.0024999999999999883 , -6.871997356322556E-18 , -3.3891699585167755E-21 , -0.05758193874440088 , -1.9542384207448938E-19 , -9.638021966458076E-23 , -0.0018611021959493675 , 100.0 , 100.0 , 100.0 , 100.0
0.12 , 0.0025000000000000022 , -7.338035079619832E-18 , -3.619013040438437E-21 , -0.059362806686350175 , -2.1318205183239582E-19 , -1.0513831253159305E-22 , -0.002007283127737806 , 100.0 , 100.0 , 100.0 , 100.0
0.1225 , 0.0025000000000000022 , -7.825110418072071E-18 , -3.859231570659193E-21 , -0.06114367462829947 , -2.32131548818551E-19 , -1.1448393107368884E-22 , -0.002157916229381118 , 100.0 , 100.0 , 100.0 , 100.0
0.125 , 0.0025000000000000022 , -8.333723046582124E-18 , -4.110071981632659E-21 , -0.06292454257024878 , -2.5232555166447093E-19 , -1.2444332195218292E-22 , -0.002313001500879303 , 100.0 , 100.0 , 100.0 , 100.0
0.1275 , 0.0025000000000000022 , -8.864372640052837E-18 , -4.371780705812452E-21 , -0.06470541051219808 , -2.7381852818892877E-19 , -1.3504334790952406E-22 , -0.002472538942232362 , 100.0 , 100.0 , 100.0 , 100.0
0.13 , 0.0025000000000000022 , -9.417558873387062E-18 , -4.644604175652187E-21 , -0.06648627845414738 , -2.966661953979547E-19 , -1.4631148776929514E-22 , -0.0026365285534402936 , 100.0 , 100.0 , 100.0 , 100.0
0.1325 , 0.0025000000000000022 , -9.993781421487647E-18 , -4.9287888236054804E-21 , -0.06826714639609668 , -3.209255194848361E-19 , -1.58275836436213E-22 , -0.0028049703345030988 , 100.0 , 100.0 , 100.0 , 100.0
0.135 , 0.0025000000000000022 , -1.059353995925744E-17 , -5.224581082125949E-21 , -0.07004801433804599 , -3.466547158301173E-19 , -1.7096510489612854E-22 , -0.002977864285420777 , 100.0 , 100.0 , 100.0 , 100.0
0.1375 , 0.0025000000000000022 , -1.121733416159929E-17 , -5.5322273836672075E-21 , -0.07182888227999529 , -3.739132490016E-19 , -1.8440862021602674E-22 , -0.0031552104061933284 , 100.0 , 100.0 , 100.0 , 100.0
0.14 , 0.0025000000000000022 , -1.1865663703416047E-17 , -5.851974160682872E-21 , -0.07360975022194459 , -4.0276183275434285E-19 , -1.986363255440266E-22 , -0.0033370086968207533 , 100.0 , 100.0 , 100.0 , 100.0
0.1425 , 0.0024999999999999745 , -1.2539028259610554E-17 , -6.184067845626554E-21 , -0.07539061816389386 , -4.3326243003066135E-19 , -2.1367878010938095E-22 , -0.003523259157303049 , 100.0 , 100.0 , 100.0 , 100.0
0.145 , 0.0025000000000000022 , -1.3237927505085671E-17 , -6.528754870951878E-21 , -0.07717148610584317 , -4.654782529601292E-19 , -2.295671592224772E-22 , -0.0037139617876402204 , 100.0 , 100.0 , 100.0 , 100.0
0.1475 , 0.0025000000000000022 , -1.396286111474424E-17 , -6.886281669112457E-21 , -0.07895235404779247 , -4.99473762859576E-19 , -2.4633325427483637E-22 , -0.003909116587832265 , 100.0 , 100.0 , 100.0 , 100.0
0.15 , 0.0025000000000000022 , -1.471432876348911E-17 , -7.256894672561905E-21 , -0.08073322198974177 , -5.353146702330891E-19 , -2.6400947273911357E-22 , -0.004108723557879183 , 100.0 , 100.0 , 100.0 , 100.0
0.1525 , 0.0025000000000000022 , -1.5492830126223136E-17 , -7.64084031375384E-21 , -0.08251408993169107 , -5.730679347720126E-19 , -2.8262883816909793E-22 , -0.004312782697780974 , 100.0 , 100.0 , 100.0 , 100.0
0.155 , 0.0025000000000000022 , -1.6298864877849162E-17 , -8.038365025141874E-21 , -0.08429495787364037 , -6.128017653549482E-19 , -3.0222499019971283E-22 , -0.004521294007537638 , 100.0 , 100.0 , 100.0 , 100.0
0.1575 , 0.0025000000000000022 , -1.7132932693270037E-17 , -8.449715239179627E-21 , -0.08607582581558967 , -6.545856200477542E-19 , -3.228321845470154E-22 , -0.0047342574871491756 , 100.0 , 100.0 , 100.0 , 100.0
0.16 , 0.0025000000000000022 , -1.7995533247388614E-17 , -8.87513738832071E-21 , -0.08785669375753898 , -6.984902061035465E-19 , -3.4448529300819704E-22 , -0.004951673136615587 , 100.0 , 100.0 , 100.0 , 100.0
0.1625 , 0.0025000000000000022 , -1.8887166215107735E-17 , -9.314877905018746E-21 , -0.08963756169948828 , -7.445874799626979E-19 , -3.672198034615831E-22 , -0.005173540955936871 , 100.0 , 100.0 , 100.0 , 100.0
0.165 , 0.0025000000000000022 , -1.980833127133025E-17 , -9.769183221727345E-21 , -0.09141842964143758 , -7.92950647252838E-19 , -3.910718198666329E-22 , -0.005399860945113029 , 100.0 , 100.0 , 100.0 , 100.0
0.1675 , 0.0025000000000000022 , -2.0759528090959012E-17 , -1.0238299770900125E-20 , -0.09319929758338688 , -8.436541627888542E-19 , -4.1607806226394E-22 , -0.005630633104144059 , 100.0 , 100.0 , 100.0 , 100.0
0.17 , 0.0025000000000000022 , -2.1741256348896865E-17 , -1.0722473984990701E-20 , -0.09498016552533618 , -8.967737305728906E-19 , -4.422758667752317E-22 , -0.005865857433029963 , 100.0 , 100.0 , 100.0 , 100.0
0.1725 , 0.0024999999999999745 , -2.2754015720046656E-17 , -1.1221952296452686E-20 , -0.09676103346728546 , -9.52386303794348E-19 , -4.697031856033693E-22 , -0.006105533931770738 , 100.0 , 100.0 , 100.0 , 100.0
0.175 , 0.0025000000000000022 , -2.379830587931125E-17 , -1.1736981137739705E-20 , -0.09854190140923476 , -1.0105700848298857E-18 , -4.983985870323489E-22 , -0.0063496626003663875 , 100.0 , 100.0 , 100.0 , 100.0
0.1775 , 0.0025000000000000022 , -2.4874626501593482E-17 , -1.2267806941305368E-20 , -0.10032276935118406 , -1.0714045252434188E-18 , -5.284012554273E-22 , -0.006598243438816911 , 100.0 , 100.0 , 100.0 , 100.0
0.18 , 0.0025000000000000022 , -2.5983477261796207E-17 , -1.2814676139603292E-20 , -0.10210363729313336 , -1.13497032578612E-18 , -5.59750991234486E-22 , -0.006851276447122308 , 100.0 , 100.0 , 100.0 , 100.0
0.1825 , 0.0025000000000000022 , -2.7125357834822268E-17 , -1.3377835165087092E-20 , -0.10388450523508266 , -1.2013494363964194E-18 , -5.924882109813046E-22 , -0.007108761625282578 , 100.0 , 100.0 , 100.0 , 100.0
0.185 , 0.0025000000000000022 , -2.830076789557452E-17 , -1.3957530450210388E-20 , -0.10566537317703197 , -1.2706250562000033E-18 , -6.266539472762876E-22 , -0.007370698973297721 , 100.0 , 100.0 , 100.0 , 100.0
0.1875 , 0.0025000000000000022 , -2.951020711895581E-17 , -1.4554008427426788E-20 , -0.10744624111898127 , -1.3428816335098161E-18 , -6.622898488091008E-22 , -0.007637088491167738 , 100.0 , 100.0 , 100.0 , 100.0
0.19 , 0.0025000000000000022 , -3.075417517986898E-17 , -1.5167515529189913E-20 , -0.10922710906093057 , -1.418204865826059E-18 , -6.994381803505439E-22 , -0.007907930178892629 , 100.0 , 100.0 , 100.0 , 100.0
0.1925 , 0.0025000000000000022 , -3.203317175321689E-17 , -1.5798298187953377E-20 , -0.11100797700287987 , -1.49668169983619E-18 , -7.381418227525506E-22 , -0.008183224036472392 , 100.0 , 100.0 , 100.0 , 100.0
0.195 , 0.0025000000000000022 , -3.334769651390238E-17 , -1.6446602836170796E-20 , -0.11278884494482917 , -1.5784003314149246E-18 , -7.784442729481891E-22 , -0.00846297006390703 , 100.0 , 100.0 , 100.0 , 100.0
0.1975 , 0.0025000000000000022 , -3.469824913682831E-17 , -1.7112675906295787E-20 , -0.11456971288677847 , -1.6634502056242357E-18 , -8.203896439516609E-22 , -0.008747168261196538 , 100.0 , 100.0 , 100.0 , 100.0
0.2 , 0.0025000000000000022 , -3.608532929689752E-17 , -1.7796763830781967E-20 , -0.11635058082872778 , -1.7519220167133525E-18 , -8.640226648583023E-22 , -0.00903581862834092 , 100.0 , 100.0 , 100.0 , 100.0
0.2025 , 0.0025000000000000022 , -3.750943666901286E-17 , -1.8499113042082952E-20 , -0.11813144877067708 , -1.843907708118762E-18 , -9.093886808445831E-22 , -0.009328921165340176 , 100.0 , 100.0 , 100.0 , 100.0
0.205 , 0.0024999999999999745 , -3.897107092807716E-17 , -1.9219969972652344E-20 , -0.11991231671262635 , -1.9395004724642066E-18 , -9.565336531681068E-22 , -0.009626475872194302 , 100.0 , 100.0 , 100.0 , 100.0
0.2075 , 0.0025000000000000022 , -4.047073174899331E-17 , -1.9959581054943782E-20 , -0.12169318465457565 , -2.0387947515606898E-18 , -1.0055041591676126E-21 , -0.009928482748903305 , 100.0 , 100.0 , 100.0 , 100.0
0.21 , 0.0025000000000000022 , -4.200891880666414E-17 , -2.071819272141087E-20 , -0.12347405259652496 , -2.1418862364064686E-18 , -1.0563473922629721E-21 , -0.01023494179546718 , 100.0 , 100.0 , 100.0 , 100.0
0.2125 , 0.0025000000000000022 , -4.358613177599249E-17 , -2.1496051404507228E-20 , -0.12525492053847426 , -2.248871867187058E-18 , -1.1091111619551912E-21 , -0.01054585301188593 , 100.0 , 100.0 , 100.0 , 100.0
0.215 , 0.0025000000000000022 , -4.520287033188122E-17 , -2.229340353668647E-20 , -0.12703578848042357 , -2.3598498332752313E-18 , -1.1638438938264105E-21 , -0.010861216398159552 , 100.0 , 100.0 , 100.0 , 100.0
0.2175 , 0.0025000000000000022 , -4.6859634149233176E-17 , -2.3110495550402212E-20 , -0.1288166564223729 , -2.474919573231017E-18 , -1.220594629539904E-21 , -0.011181031954288047 , 100.0 , 100.0 , 100.0 , 100.0
0.22 , 0.0025000000000000022 , -4.8556922902951204E-17 , -2.3947573878108065E-20 , -0.1305975243643222 , -2.5941817748017022E-18 , -1.27941302684008E-21 , -0.011505299680271416 , 100.0 , 100.0 , 100.0 , 100.0
0.2225 , 0.0025000000000000022 , -5.029523626793816E-17 , -2.480488495225765E-20 , -0.13237839230627152 , -2.7177383749218305E-18 , -1.3403493595524807E-21 , -0.011834019576109658 , 100.0 , 100.0 , 100.0 , 100.0
0.225 , 0.0025000000000000022 , -5.207507391909688E-17 , -2.5682675205304583E-20 , -0.13415926024822084 , -2.845692559713203E-18 , -1.4034545175837827E-21 , -0.012167191641802775 , 100.0 , 100.0 , 100.0 , 100.0
0.2275 , 0.0025000000000000022 , -5.3896935531330226E-17 , -2.6581191069702477E-20 , -0.13594012819017015 , -2.978148764484877E-18 , -1.4687800069217964E-21 , -0.012504815877350764 , 100.0 , 100.0 , 100.0 , 100.0
0.23 , 0.0025000000000000022 , -5.576132077954103E-17 , -2.750067897790495E-20 , -0.13772099613211947 , -3.1152126737331686E-18 , -1.5363779496354657E-21 , -0.012846892282753626 , 100.0 , 100.0 , 100.0 , 100.0
0.2325 , 0.0025000000000000022 , -5.766872933863217E-17 , -2.844138536236562E-20 , -0.13950186407406878 , -3.2569912211416494E-18 , -1.6063010838748694E-21 , -0.01319342085801136 , 100.0 , 100.0 , 100.0 , 100.0
0.235 , 0.0024999999999999745 , -5.961966088350646E-17 , -2.940355665553809E-20 , -0.1412827320160181 , -3.4035925895811473E-18 , -1.6786027638712193E-21 , -0.013544401603123965 , 100.0 , 100.0 , 100.0 , 100.0
0.2375 , 0.0025000000000000022 , -6.161461508906678E-17 , -3.0387439289876E-20 , -0.1430635999579674 , -3.555126211109752E-18 , -1.7533369599368632E-21 , -0.013899834518091448 , 100.0 , 100.0 , 100.0 , 100.0
0.24 , 0.0025000000000000022 , -6.365409163021597E-17 , -3.1393279697832946E-20 , -0.14484446789991673 , -3.711702766972805E-18 , -1.8305582584652814E-21 , -0.014259719602913803 , 100.0 , 100.0 , 100.0 , 100.0
0.2425 , 0.0025000000000000022 , -6.573859018185686E-17 , -3.242132431186255E-20 , -0.14662533584186604 , -3.873434187602908E-18 , -1.910321861931088E-21 , -0.014624056857591033 , 100.0 , 100.0 , 100.0 , 100.0
0.245 , 0.0025000000000000022 , -6.786861041889232E-17 , -3.3471819564418426E-20 , -0.14840620378381536 , -4.040433652619918E-18 , -1.9926835888900324E-21 , -0.014992846282123135 , 100.0 , 100.0 , 100.0 , 100.0
0.2475 , 0.0025000000000000022 , -7.00446520162252E-17 , -3.454501188795419E-20 , -0.15018707172576468 , -4.2128155908309505E-18 , -2.077699873978997E-21 , -0.01536608787651011 , 100.0 , 100.0 , 100.0 , 100.0
0.25 , 0.0025000000000000022 , -7.226721464875834E-17 , -3.564114771492346E-20 , -0.151967939667714 , -4.390695680230377E-18 , -2.1654277679159984E-21 , -0.015743781640751957 , 100.0 , 100.0 , 100.0 , 100.0
0.2525 , 0.0025000000000000022 , -7.453679799139458E-17 , -3.6760473477779854E-20 , -0.1537488076096633 , -4.5741908479998276E-18 , -2.2559249375001872E-21 , -0.01612592757484868 , 100.0 , 100.0 , 100.0 , 100.0
0.255 , 0.0025000000000000022 , -7.68539017190368E-17 , -3.790323560897699E-20 , -0.15552967555161262 , -4.7634192705081886E-18 , -2.3492496656118484E-21 , -0.016512525678800273 , 100.0 , 100.0 , 100.0 , 100.0
0.2575 , 0.0025000000000000022 , -7.921902550658781E-17 , -3.906968054096847E-20 , -0.15731054349356194 , -4.9585003733116026E-18 , -2.445460851212401E-21 , -0.016903575952606744 , 100.0 , 100.0 , 100.0 , 100.0
0.26 , 0.0025000000000000022 , -8.163266902895049E-17 , -4.0260054706207926E-20 , -0.15909141143551125 , -5.15955483115347E-18 , -2.5446180093443973E-21 , -0.017299078396268083 , 100.0 , 100.0 , 100.0 , 100.0
0.2625 , 0.0025000000000000022 , -8.409533196102768E-17 , -4.1474604537148964E-20 , -0.16087227937746057 , -5.3667045679644494E-18 , -2.6467812711315254E-21 , -0.017699033009784298 , 100.0 , 100.0 , 100.0 , 100.0
0.265 , 0.0025000000000000022 , -8.660751397772222E-17 , -4.2713576466245206E-20 , -0.16265314731940989 , -5.580072756862456E-18 , -2.7520113837786053E-21 , -0.018103439793155384 , 100.0 , 100.0 , 100.0 , 100.0
0.2675 , 0.0025000000000000022 , -8.916971475393696E-17 , -4.3977216925950267E-20 , -0.1644340152613592 , -5.79978382015266E-18 , -2.8603697105715923E-21 , -0.018512298746381346 , 100.0 , 100.0 , 100.0 , 100.0
0.27 , 0.0025000000000000022 , -9.178243396457475E-17 , -4.5265772348717757E-20 , -0.16621488320330852 , -6.025963429327493E-18 , -2.9719182308775755E-21 , -0.018925609869462182 , 100.0 , 100.0 , 100.0 , 100.0
0.2725 , 0.0025000000000000022 , -9.444617128453846E-17 , -4.657948916700129E-20 , -0.16799575114525783 , -6.2587385050666396E-18 , -3.0867195401447777E-21 , -0.019343373162397887 , 100.0 , 100.0 , 100.0 , 100.0
0.275 , 0.0025000000000000022 , -9.716142638873092E-17 , -4.7918613813254494E-20 , -0.16977661908720715 , -6.498237217237043E-18 , -3.2048368499025565E-21 , -0.01976558862518847 , 100.0 , 100.0 , 100.0 , 100.0
0.2775 , 0.0025000000000000022 , -9.992869895205497E-17 , -4.928339271993098E-20 , -0.17155748702915646 , -6.744588984892904E-18 , -3.326333987761403E-21 , -0.020192256257833927 , 100.0 , 100.0 , 100.0 , 100.0
0.28 , 0.0025000000000000022 , -1.0274848864941346E-16 , -5.067407231948436E-20 , -0.17333835497110578 , -6.997924476275682E-18 , -3.451275397412943E-21 , -0.020623376060334254 , 100.0 , 100.0 , 100.0 , 100.0
0.2825 , 0.0024999999999999467 , -1.056212951557092E-16 , -5.209089904436823E-20 , -0.17511922291305507 , -7.25837560881408E-18 , -3.579726138629932E-21 , -0.021058948032689446 , 100.0 , 100.0 , 100.0 , 100.0
0.285 , 0.0025000000000000022 , -1.0854761814584514E-16 , -5.353411932703625E-20 , -0.17690009085500438 , -7.526075549124089E-18 , -3.7117518872662684E-21 , -0.02149897217489952 , 100.0 , 100.0 , 100.0 , 100.0
0.2875 , 0.0025000000000000022 , -1.1152795729472408E-16 , -5.500397959994201E-20 , -0.1786809587969537 , -7.801158713008926E-18 , -3.847418935256978E-21 , -0.02194344848696447 , 100.0 , 100.0 , 100.0 , 100.0
