time , step-size , {ArduCopter}.ArduCopter.accelerometerX , {ArduCopter}.ArduCopter.accelerometerY , {ArduCopter}.ArduCopter.accelerometerZ , {ArduCopter}.ArduCopter.gpsVelX , {ArduCopter}.ArduCopter.gpsVelY , {ArduCopter}.ArduCopter.gpsVelZ , {ArduCopter}.ArduCopter.gpsX , {ArduCopter}.ArduCopter.gpsY , {ArduCopter}.ArduCopter.gpsZ , {ArduCopter}.ArduCopter.gyroX , {ArduCopter}.ArduCopter.gyroY , {ArduCopter}.ArduCopter.gyroZ , {Ardupilot}.Ardupilot.motor1 , {Ardupilot}.Ardupilot.motor2 , {Ardupilot}.Ardupilot.motor3 , {Ardupilot}.Ardupilot.motor4
5.77 , 0.0024999999999995026 , -3.3998128053928945E-14 , -2.2697893608291358E-14 , -46.063130058046745 , -1.583612934735744E-15 , -8.090691133164104E-16 , 1.2817417308445076 , -5.67444338998325E-15 , -2.625416238623623E-15 , -1.5252521061697468 , -6.120660776980741E-12 , -3.907717765090823E-12 , -8.332523246973246E-12 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001 , 95.04999999999998
5.7725 , 0.002500000000000391 , -3.3804588750476264E-14 , -2.3056629617334694E-14 , -46.063130058046745 , -1.5844439112458615E-15 , -8.096295080781498E-16 , 1.2806127325587713 , -5.678403462028979E-15 , -2.6274396100685844E-15 , -1.522049163090493 , -9.573906653710342E-12 , -4.559555025915703E-12 , -8.332233624258445E-12 , 95.04999999999993 , 95.04999999999998 , 95.05000000000001 , 95.04999999999995
5.775 , 0.002500000000000391 , -3.358125091979094E-14 , -2.357322963244689E-14 , -46.063130058046745 , -1.5852697789675707E-15 , -8.102006299970481E-16 , 1.279483734273035 , -5.682365605282154E-15 , -2.6294643951033103E-15 , -1.5188490425069536 , -1.3027152530439943E-11 , -5.211392286740582E-12 , -8.331944001543648E-12 , 95.04999999999993 , 95.04999999999998 , 95.05000000000001 , 95.04999999999995
5.7775 , 0.0024999999999995026 , -3.332811456187305E-14 , -2.4247693653627676E-14 , -46.063130058046745 , -1.5860898075448112E-15 , -8.1078634828894E-16 , 1.2783547359872989 , -5.68632980605786E-15 , -2.631490625382212E-15 , -1.5156517444191298 , -1.6480398407168316E-11 , -5.863229547565231E-12 , -8.331654378828849E-12 , 95.04999999999987 , 95.04999999999998 , 95.05000000000001 , 95.04999999999993
5.78 , 0.002500000000000391 , -3.3045179676722446E-14 , -2.508002168087753E-14 , -46.063130058046745 , -1.5869032666215243E-15 , -8.113905321696609E-16 , 1.2772257377015626 , -5.690296048845292E-15 , -2.6335183422327443E-15 , -1.512457268827019 , -1.9933644283897914E-11 , -6.51506680839011E-12 , -8.33136475611405E-12 , 95.04999999999987 , 95.05000000000001 , 95.05000000000001 , 95.04999999999993
5.7825 , 0.0024999999999995026 , -3.273748039492395E-14 , -2.6053165612911345E-14 , -46.06313005804693 , -1.5877094505192409E-15 , -8.120169703815825E-16 , 1.2760967394158265 , -5.694264316317438E-15 , -2.6355475966243163E-15 , -1.509265615730624 , -2.1913593622211866E-11 , -6.7612117501495155E-12 , -8.209198827827005E-12 , 95.04999999999984 , 95.04999999999998 , 95.05000000000001 , 95.04999999999987
5.785 , 0.002500000000000391 , -3.2434357920442284E-14 , -2.7051784952162824E-14 , -46.063130058046745 , -1.5885080944757242E-15 , -8.126677988291056E-16 , 1.2749677411300901 , -5.698234589799411E-15 , -2.6375784474773846E-15 , -1.506076785129942 , -2.1361263113663046E-11 , -6.369873780084457E-12 , -7.982674045182016E-12 , 95.04999999999981 , 95.05000000000001 , 95.05000000000001 , 95.04999999999987
5.7875 , 0.0024999999999995026 , -3.2167407781517535E-14 , -2.796706348104204E-14 , -46.063130058046745 , -1.5892996713955325E-15 , -8.133423388113516E-16 , 1.273838742844354 , -5.702206850872449E-15 , -2.6396109554675765E-15 , -1.5028907770249753 , -1.8368752251977484E-11 , -5.21056355624769E-12 , -7.939354538123743E-12 , 95.04999999999978 , 95.05000000000001 , 95.04999999999998 , 95.04999999999981
5.79 , 0.002500000000000391 , -3.195901902725439E-14 , -2.8725755326934215E-14 , -46.06313005804657 , -1.5900854126964658E-15 , -8.14037447821535E-16 , 1.2727097445586177 , -5.7061810832916394E-15 , -2.641645176320637E-15 , -1.4997075914157219 , -1.4547454842124459E-11 , -3.906410128081465E-12 , -7.904818813565382E-12 , 95.04999999999981 , 95.05000000000001 , 95.05000000000001 , 95.04999999999984
5.7925 , 0.002500000000000391 , -3.181024464188153E-14 , -2.928028769965935E-14 , -46.06313005804657 , -1.5908667770148118E-15 , -8.147487575799019E-16 , 1.2715807462728814 , -5.710157274288451E-15 , -2.6436811562458305E-15 , -1.4965272283021829 , -9.713130928020742E-12 , -2.6024140889820063E-12 , -7.774510534977704E-12 , 95.04999999999981 , 95.05000000000001 , 95.05000000000001 , 95.04999999999987
5.795 , 0.0024999999999995026 , -3.172108200903907E-14 , -2.961382053543927E-14 , -46.06313005804657 , -1.5916452254383264E-15 , -8.154709504903337E-16 , 1.2704517479871453 , -5.714135414746798E-15 , -2.6457189291778288E-15 , -1.4933496876843593 , -4.878807013918745E-12 , -1.298418049883011E-12 , -7.644202256390073E-12 , 95.04999999999981 , 95.04999999999998 , 95.05000000000001 , 95.04999999999987
5.7975 , 0.002500000000000391 , -3.1691531128726945E-14 , -2.9726353834274236E-14 , -46.06313005804657 , -1.5924222190393764E-15 , -8.161986098975134E-16 , 1.269322749701409 , -5.718115499203287E-15 , -2.6477585155536953E-15 , -1.490174969562249 , -4.4483099815030155E-14 , 5.57798921644722E-15 , -7.513893977802396E-12 , 95.04999999999987 , 95.04999999999998 , 95.05000000000001 , 95.04999999999993
5.8 , 0.0024999999999995026 , -3.172159200094518E-14 , -2.9617887596164154E-14 , -46.06313005804657 , -1.5931992188903268E-15 , -8.169263191461234E-16 , 1.268193751415673 , -5.7220975258472004E-15 , -2.64979992226885E-15 , -1.4870030739358542 , 4.789840814286968E-12 , 1.3095740283154422E-12 , -7.383585699214766E-12 , 95.04999999999987 , 95.04999999999995 , 95.05000000000001 , 95.04999999999995
5.8025 , 0.002500000000000391 , -3.1811264625693804E-14 , -2.9288421821108947E-14 , -46.06313005804657 , -1.5939776860635442E-15 , -8.176486615808467E-16 , 1.2670647531299366 , -5.726081496520505E-15 , -2.65184314267708E-15 , -1.4838340008051725 , 9.624164728390685E-12 , 2.6135700674149006E-12 , -7.2532774206270896E-12 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001 , 95.04999999999998
5.805 , 0.0024999999999995026 , -3.196054900297274E-14 , -2.8737956509108855E-14 , -46.06313005804657 , -1.594759081631394E-15 , -8.183602205463657E-16 , 1.2659357548442005 , -5.730067416717845E-15 , -2.6538881565905287E-15 , -1.4806677501702064 , 1.4458488642492684E-11 , 3.9175661065138955E-12 , -7.12296914203946E-12 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001 , 95.05000000000001
5.8075 , 0.002500000000000391 , -3.2164079631281165E-14 , -2.7983540229621308E-14 , -46.063130058046745 , -1.5955448413388934E-15 , -8.19055659863602E-16 , 1.2648067565584642 , -5.734055295576767E-15 , -2.655934930310788E-15 , -1.4775043220309532 , 1.781949371595494E-11 , 4.757880770238417E-12 , -6.870536915877913E-12 , 95.04999999999993 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001
5.81 , 0.0024999999999995026 , -3.238655018775008E-14 , -2.713735647961374E-14 , -46.063130058046745 , -1.5963358826945477E-15 , -8.197312900169895E-16 , 1.263677758272728 , -5.738045145345826E-15 , -2.6579834183189288E-15 , -1.4743437163874156 , 1.9200731710171993E-11 , 4.9751236169075495E-12 , -6.478509579913055E-12 , 95.04999999999993 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.8125 , 0.002500000000000391 , -3.2617626952063405E-14 , -2.623118676538763E-14 , -46.063130058046745 , -1.5971324958676308E-15 , -8.203854127531882E-16 , 1.2625487599869918 , -5.742036979635205E-15 , -2.6600335688337683E-15 , -1.4711859332395911 , 2.0029520554016347E-11 , 4.960497303469242E-12 , -6.121292867581334E-12 , 95.04999999999993 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.815 , 0.002500000000000391 , -3.282511350240163E-14 , -2.5345216442033258E-14 , -46.06313005804657 , -1.5979345813370002E-15 , -8.210173161012972E-16 , 1.2614197617012555 , -5.746030812419643E-15 , -2.6620853267770396E-15 , -1.4680309725874812 , 1.8418284044717886E-11 , 4.0184301474917965E-12 , -5.94687086800063E-12 , 95.04999999999987 , 95.04999999999981 , 95.04999999999993 , 95.05000000000001
5.8175 , 0.0024999999999995026 , -3.298396954109035E-14 , -2.4550582590258536E-14 , -46.06313005804657 , -1.5987411666895815E-15 , -8.216285907953989E-16 , 1.2602907634155194 , -5.750026656293522E-15 , -2.6641386382182265E-15 , -1.4648788344310866 , 1.634665244061214E-11 , 2.9314626653931115E-12 , -5.8159816172997144E-12 , 95.04999999999987 , 95.04999999999981 , 95.04999999999993 , 95.05000000000001
5.82 , 0.002500000000000391 , -3.3093135216765274E-14 , -2.385065269985705E-14 , -46.06313005804657 , -1.599551036621996E-15 , -8.222215497573665E-16 , 1.259161765129783 , -5.7540245209902385E-15 , -2.6661934544679056E-15 , -1.4617295187704054 , 1.4275020836505656E-11 , 1.8444951832940408E-12 , -5.6850923665987515E-12 , 95.04999999999993 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.8225 , 0.0024999999999995026 , -3.3152610529426364E-14 , -2.3245426770829285E-14 , -46.06313005804657 , -1.6003629732331887E-15 , -8.227985141627231E-16 , 1.258032766844047 , -5.758024413198862E-15 , -2.668249732638215E-15 , -1.4585830256054395 , 1.2203389232399907E-11 , 7.575277011953565E-13 , -5.554203115897837E-12 , 95.04999999999993 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.825 , 0.002500000000000391 , -3.316239547907364E-14 , -2.273490480317483E-14 , -46.06313005804657 , -1.601175758622106E-15 , -8.233618051869932E-16 , 1.2569037685583107 , -5.7620263365637165E-15 , -2.6703074356442338E-15 , -1.455439354936187 , 1.0131757628293424E-11 , -3.2943978090371403E-13 , -5.423313865196875E-12 , 95.04999999999993 , 95.04999999999987 , 95.04999999999995 , 95.05000000000001
5.8275 , 0.0024999999999995026 , -3.3122490065707104E-14 , -2.231908679689403E-14 , -46.06313005804657 , -1.6019881748876932E-15 , -8.239137440057E-16 , 1.2557747702725746 , -5.766030291684367E-15 , -2.6723665322039775E-15 , -1.45229850676265 , 8.060126024187676E-12 , -1.4164072630023984E-12 , -5.292424614495959E-12 , 95.04999999999993 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001
5.83 , 0.002500000000000391 , -3.303289428932672E-14 , -2.1997972751986596E-14 , -46.06313005804657 , -1.6027990041288965E-15 , -8.244566517943681E-16 , 1.2546457719868382 , -5.7700362761156316E-15 , -2.674426996838403E-15 , -1.4491604810848262 , 5.988494420081193E-12 , -2.503374745101469E-12 , -5.161535363794997E-12 , 95.04999999999993 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001
5.8325 , 0.0024999999999995026 , -3.289360814993255E-14 , -2.177156266845275E-14 , -46.06313005804657 , -1.6036070284446611E-15 , -8.249928497285207E-16 , 1.2535167737011021 , -5.7740442843675705E-15 , -2.6764888098714027E-15 , -1.4460252779027176 , 3.916862815975446E-12 , -3.590342227200153E-12 , -5.030646113094081E-12 , 95.04999999999995 , 95.04999999999995 , 95.04999999999995 , 95.05000000000001
5.835 , 0.002500000000000391 , -3.270463164752451E-14 , -2.163985654629234E-14 , -46.06313005804657 , -1.6044110299339335E-15 , -8.255246589836822E-16 , 1.2523877754153658 , -5.778054307905496E-15 , -2.6785519574298116E-15 , -1.4428928972163224 , 1.845231211868963E-12 , -4.677309709299224E-12 , -4.899756862393119E-12 , 95.04999999999995 , 95.04999999999995 , 95.04999999999995 , 95.05000000000001
5.8375 , 0.002500000000000391 , -3.246596478210262E-14 , -2.1602854385505465E-14 , -46.06313005804657 , -1.605209790695659E-15 , -8.260544007353761E-16 , 1.2512587771296295 , -5.782066335149965E-15 , -2.680616431443401E-15 , -1.4397633390256415 , -2.264003922375207E-13 , -5.764277191398295E-12 , -4.768867611692157E-12 , 95.04999999999995 , 95.04999999999998 , 95.05000000000001 , 95.05000000000001
5.84 , 0.0024999999999995026 , -3.217760755366701E-14 , -2.1660556186092083E-14 , -46.06313005804657 , -1.606002092828783E-15 , -8.265843961591263E-16 , 1.2501297788438934 , -5.786080351476781E-15 , -2.682682229644881E-15 , -1.436636603330676 , -2.2980319963432684E-12 , -6.851244673496979E-12 , -4.6379783609912406E-12 , 95.04999999999995 , 95.04999999999998 , 95.05000000000001 , 95.05000000000001
5.8425 , 0.002500000000000391 , -3.183955996221746E-14 , -2.1812961948052226E-14 , -46.06313005804657 , -1.6067867184322514E-15 , -8.271169664304568E-16 , 1.249000780558157 , -5.790096339216998E-15 , -2.6847493555699017E-15 , -1.433512690131424 , -4.369663600449752E-12 , -7.938212155596049E-12 , -4.5070891102902785E-12 , 95.04999999999995 , 95.05000000000001 , 95.05000000000001 , 95.04999999999998
5.845 , 0.0024999999999995026 , -3.14575188724866E-14 , -2.20430238969522E-14 , -46.063130058046745 , -1.60756247558208E-15 , -8.276543522520694E-16 , 1.247871782272421 , -5.794114277666791E-15 , -2.686817818525971E-15 , -1.430391599427887 , -4.968055864567638E-12 , -8.503509825344478E-12 , -4.254323738196711E-12 , 95.04999999999995 , 95.05000000000001 , 95.05000000000001 , 95.04999999999998
5.8475 , 0.002500000000000391 , -3.107374929425508E-14 , -2.223856552465789E-14 , -46.063130058046745 , -1.6083287698586622E-15 , -8.281971477573244E-16 , 1.2467427839866847 , -5.7981341436832E-15 , -2.688887631902506E-15 , -1.4272733312200636 , -3.5868178703500925E-12 , -8.286266978675266E-12 , -3.862296402231714E-12 , 95.04999999999993 , 95.05000000000001 , 95.04999999999998 , 95.04999999999995
5.85 , 0.0024999999999995026 , -3.0699910901722366E-14 , -2.2370964309112492E-14 , -46.063130058046745 , -1.609085779723838E-15 , -8.2874396214017935E-16 , 1.2456137857009486 , -5.802155913779073E-15 , -2.6909588076138213E-15 , -1.4241578855079555 , -2.205579876133038E-12 , -8.069024132006132E-12 , -3.470269066266857E-12 , 95.04999999999993 , 95.05000000000001 , 95.04999999999998 , 95.04999999999995
5.8525 , 0.002500000000000391 , -3.03360036948882E-14 , -2.2440220250316093E-14 , -46.063130058046745 , -1.6098337485890218E-15 , -8.292932477819273E-16 , 1.2444847874152123 , -5.80617956504765E-15 , -2.6930313537725885E-15 , -1.4210452622915606 , -8.243418819154918E-13 , -7.85178128533692E-12 , -3.078241730301861E-12 , 95.04999999999993 , 95.05000000000001 , 95.04999999999998 , 95.04999999999995
5.855 , 0.002500000000000391 , -2.998202767375272E-14 , -2.2446333348268637E-14 , -46.063130058046745 , -1.6105729198656273E-15 , -8.298434570638611E-16 , 1.243355789129476 , -5.810205075190693E-15 , -2.695105274622431E-15 , -1.41793546157088 , 5.568961123020542E-13 , -7.634538438667706E-12 , -2.6862143943368645E-12 , 95.04999999999993 , 95.05000000000001 , 95.04999999999998 , 95.04999999999995
5.8575 , 0.0024999999999995026 , -2.963798283831603E-14 , -2.238930360297016E-14 , -46.063130058046745 , -1.6113035369650688E-15 , -8.303930423672731E-16 , 1.2422267908437399 , -5.8142324225184954E-15 , -2.6971805705379247E-15 , -1.4148284833459148 , 1.9381341065191092E-12 , -7.417295591998573E-12 , -2.2941870583720075E-12 , 95.04999999999995 , 95.05000000000001 , 95.05000000000001 , 95.04999999999998
5.86 , 0.002500000000000391 , -2.930386918857791E-14 , -2.2269131014420612E-14 , -46.063130058046745 , -1.6120258432987608E-15 , -8.309404560734568E-16 , 1.2410977925580036 , -5.818261585949879E-15 , -2.6992572380246017E-15 , -1.4117243276166629 , 3.319372100736655E-12 , -7.200052745329362E-12 , -1.9021597224070116E-12 , 95.04999999999995 , 95.05000000000001 , 95.04999999999998 , 95.04999999999998
5.8625 , 0.0024999999999995026 , -2.8979686724538575E-14 , -2.2085815582620094E-14 , -46.063130058046745 , -1.6127400822781171E-15 , -8.314841505637047E-16 , 1.2399687942722675 , -5.8222925450121916E-15 , -2.701335269718944E-15 , -1.4086229943831265 , 4.700610094953711E-12 , -6.982809898660227E-12 , -1.5101323864421545E-12 , 95.04999999999995 , 95.05000000000001 , 95.04999999999998 , 95.04999999999998
5.865 , 0.002500000000000391 , -2.866543544619781E-14 , -2.1839357307568455E-14 , -46.063130058046745 , -1.6134464973145523E-15 , -8.3202257821931E-16 , 1.2388397959865312 , -5.8263252798413145E-15 , -2.70341465438839E-15 , -1.4055244836453034 , 6.0818480891712555E-12 , -6.765567051991016E-12 , -1.1181050504771581E-12 , 95.04999999999995 , 95.05000000000001 , 95.04999999999998 , 95.04999999999998
5.8675 , 0.0024999999999995026 , -2.8361115353555823E-14 , -2.152975618926589E-14 , -46.063130058046745 , -1.61414533181948E-15 , -8.325541914215651E-16 , 1.237710797700795 , -5.830359771181652E-15 , -2.7054953769313282E-15 , -1.4024287954031958 , 7.46308608338831E-12 , -6.548324205321881E-12 , -7.260777145123012E-13 , 95.04999999999998 , 95.05000000000001 , 95.05000000000001 , 95.05000000000001
5.87 , 0.002500000000000391 , -2.8066726446612412E-14 , -2.1157012227712166E-14 , -46.063130058046745 , -1.614836829204315E-15 , -8.330774425517635E-16 , 1.2365817994150587 , -5.834396000386141E-15 , -2.7075774183771035E-15 , -1.3993359296568013 , 8.844324077605858E-12 , -6.33108135865267E-12 , -3.3405037854730503E-13 , 95.04999999999995 , 95.04999999999998 , 95.04999999999998 , 95.05000000000001
5.8725 , 0.0024999999999995026 , -2.7782268725367777E-14 , -2.072112542290755E-14 , -46.063130058046745 , -1.6155212328804712E-15 , -8.335907839911974E-16 , 1.2354528011293227 , -5.838433949416247E-15 , -2.70966075588601E-15 , -1.3962458864061225 , 1.022556207182291E-11 , -6.1138385119835365E-12 , 5.797695741755206E-14 , 95.04999999999998 , 95.04999999999998 , 95.04999999999998 , 95.05000000000001
5.875 , 0.002500000000000391 , -2.750774218982173E-14 , -2.0222095774851735E-14 , -46.063130058046745 , -1.616198786259363E-15 , -8.340926681211602E-16 , 1.2343238028435863 , -5.8424736008419605E-15 , -2.7117453627493E-15 , -1.3931586656511568 , 1.1606800066040457E-11 , -5.896595665314327E-12 , 4.5000429338254855E-13 , 95.04999999999998 , 95.04999999999998 , 95.04999999999995 , 95.05000000000001
5.8775 , 0.002500000000000391 , -2.724314683997435E-14 , -1.965992328354486E-14 , -46.063130058046745 , -1.6168697327524044E-15 , -8.345815473229446E-16 , 1.23319480455785 , -5.846514937841804E-15 , -2.7138312083891756E-15 , -1.3900742673919053 , 1.2988038060258003E-11 , -5.679352818645115E-12 , 8.420316293475449E-13 , 95.04999999999998 , 95.04999999999995 , 95.04999999999995 , 95.05000000000001
5.88 , 0.0024999999999995026 , -2.6988482675825745E-14 , -1.903460794898716E-14 , -46.063130058046745 , -1.6175343157710093E-15 , -8.350558739778431E-16 , 1.232065806272114 , -5.850557944202825E-15 , -2.715918258358791E-15 , -1.3869926916283692 , 1.4369276054475059E-11 , -5.462109971975984E-12 , 1.2340589653124017E-12 , 95.04999999999995 , 95.04999999999995 , 95.04999999999995 , 95.05000000000001
5.8825 , 0.002500000000000391 , -2.6743749697375726E-14 , -1.8346149771178198E-14 , -46.063130058046745 , -1.6181927787265924E-15 , -8.355141004671491E-16 , 1.2309368079863776 , -5.854602604320604E-15 , -2.718006474342259E-15 , -1.3839139383605465 , 1.57505140486926E-11 , -5.244867125306772E-12 , 1.626086301277398E-12 , 95.04999999999998 , 95.04999999999995 , 95.04999999999995 , 95.05000000000001
5.885 , 0.0024999999999995026 , -2.6508947904624475E-14 , -1.7594548750118453E-14 , -46.063130058046745 , -1.6188453650305673E-15 , -8.359546791721551E-16 , 1.2298078097006415 , -5.858648903199246E-15 , -2.720095814154639E-15 , -1.3808380075884392 , 1.7131752042909658E-11 , -5.0276242786376394E-12 , 2.018113637242255E-12 , 95.04999999999998 , 95.04999999999993 , 95.04999999999995 , 95.05000000000001
5.8875 , 0.002500000000000391 , -2.628407729757181E-14 , -1.67798048858074E-14 , -46.063130058046745 , -1.6194923180943489E-15 , -8.363760624741543E-16 , 1.2286788114149052 , -5.862696826451388E-15 , -2.7221862317419493E-15 , -1.377764899312045 , 1.8512990037127204E-11 , -4.810381431968429E-12 , 2.4101409732072514E-12 , 95.04999999999998 , 95.04999999999993 , 95.04999999999993 , 95.05000000000001
5.89 , 0.0024999999999995026 , -2.6069137876217904E-14 , -1.5901918178245617E-14 , -46.063130058046745 , -1.6201338813293508E-15 , -8.367767027544392E-16 , 1.227549813129169 , -5.866746360298192E-15 , -2.7242776771811576E-15 , -1.3746946135313665 , 1.9894228031344258E-11 , -4.593138585299296E-12 , 2.802168309172109E-12 , 95.04999999999995 , 95.04999999999993 , 95.04999999999993 , 95.05000000000001
5.8925 , 0.002500000000000391 , -2.5864129640562604E-14 , -1.4960888627432472E-14 , -46.063130058046745 , -1.6207702981469875E-15 , -8.371550523943029E-16 , 1.2264208148434328 , -5.8707974915693515E-15 , -2.726370096680187E-15 , -1.371627150246401 , 2.1275466025561803E-11 , -4.375895738630085E-12 , 3.1941956451371047E-12 , 95.04999999999998 , 95.04999999999993 , 95.04999999999993 , 95.05000000000001
5.895 , 0.0024999999999995026 , -2.5669052590606048E-14 , -1.3956716233368639E-14 , -46.063130058046745 , -1.6214018119586727E-15 , -8.375095637750382E-16 , 1.2252918165576967 , -5.874850207703086E-15 , -2.7284634325779118E-15 , -1.368562509457151 , 2.2656704019778857E-11 , -4.158652891960953E-12 , 3.5862229811019617E-12 , 95.04999999999998 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.8975 , 0.002500000000000391 , -2.548258174849375E-14 , -1.2892557875086221E-14 , -46.063130058046745 , -1.6220286635778257E-15 , -8.378386954678969E-16 , 1.2241628182719604 , -5.878904496745768E-15 , -2.7305576233450652E-15 , -1.365500691163614 , 2.3485492863623214E-11 , -4.1732792053992596E-12 , 3.943439693433683E-12 , 95.04999999999998 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.9 , 0.002500000000000391 , -2.5272520692406352E-14 , -1.1848598907675526E-14 , -46.06313005804657 , -1.6226507534833034E-15 , -8.381417355019782E-16 , 1.223033819986224 , -5.882960347087112E-15 , -2.732652604222704E-15 , -1.3624416953657916 , 2.187425635432475E-11 , -5.1153463613767064E-12 , 4.117861693014386E-12 , 95.04999999999995 , 95.04999999999987 , 95.04999999999987 , 95.05000000000001
5.9025 , 0.0024999999999995026 , -2.501382912466959E-14 , -1.0895976411844546E-14 , -46.06313005804657 , -1.6232671092620316E-15 , -8.384202746113648E-16 , 1.221904821700488 , -5.8870177457364746E-15 , -2.7347483115996344E-15 , -1.3593855220636846 , 1.9802624750219003E-11 , -6.202313843475391E-12 , 4.248750943715303E-12 , 95.04999999999998 , 95.04999999999984 , 95.04999999999987 , 95.05000000000001
5.905 , 0.002500000000000391 , -2.4705447193918904E-14 , -1.003805787738674E-14 , -46.06313005804657 , -1.6238765156106315E-15 , -8.386766257179294E-16 , 1.2207758234147517 , -5.891076676842228E-15 , -2.7368446871057574E-15 , -1.3563321712572909 , 1.773099314611252E-11 , -7.289281325574459E-12 , 4.379640194416265E-12 , 95.04999999999998 , 95.04999999999987 , 95.04999999999987 , 95.05000000000001
5.9075 , 0.0024999999999995026 , -2.4347374900154514E-14 , -9.27484330430272E-15 , -46.06313005804657 , -1.6244777546280483E-15 , -8.389131099971955E-16 , 1.2196468251290156 , -5.895137121508417E-15 , -2.7389416781725335E-15 , -1.3532816429466126 , 1.5659361542006772E-11 , -8.376248807673143E-12 , 4.5105294451171806E-12 , 95.04999999999998 , 95.04999999999987 , 95.04999999999993 , 95.05000000000001
5.91 , 0.002500000000000391 , -2.3939612243376164E-14 , -8.606332692591943E-15 , -46.06313005804657 , -1.6250696084132284E-15 , -8.391320486246873E-16 , 1.2185178268432793 , -5.899199057794339E-15 , -2.741039238034366E-15 , -1.3502339371316476 , 1.3587729937900288E-11 , -9.46321628977221E-12 , 4.641418695818143E-12 , 95.05000000000001 , 95.04999999999993 , 95.04999999999993 , 95.05000000000001
5.9125 , 0.0024999999999995026 , -2.3487861386192526E-14 , -8.049579438524326E-15 , -46.063130058046745 , -1.6256508850671957E-15 , -8.393358432743858E-16 , 1.2173888285575432 , -5.903262460724422E-15 , -2.7431373257596824E-15 , -1.347189053812398 , 1.004234420796764E-11 , -1.0028056144655432E-11 , 4.650430167510066E-12 , 95.05000000000001 , 95.04999999999993 , 95.04999999999993 , 95.05000000000001
5.915 , 0.002500000000000391 , -2.3034422196071242E-14 , -7.716801756411233E-15 , -46.063130058046745 , -1.6262209907070214E-15 , -8.395285427792273E-16 , 1.2162598302718068 , -5.9073273028844945E-15 , -2.745235907941482E-15 , -1.3441469929888619 , 4.516556040939526E-12 , -9.809740356605733E-12 , 4.520177188906146E-12 , 95.05000000000001 , 95.04999999999995 , 95.04999999999993 , 95.04999999999998
5.9175 , 0.002500000000000391 , -2.259096324081301E-14 , -7.636633673462004E-15 , -46.063130058046745 , -1.6267801049480065E-15 , -8.39716181674203E-16 , 1.2151308319860705 , -5.911393556518457E-15 , -2.7473349642564034E-15 , -1.34110775466104 , -1.0092321260885902E-12 , -9.591424568556039E-12 , 4.389924210302228E-12 , 95.05000000000001 , 95.04999999999995 , 95.04999999999993 , 95.04999999999998
5.92 , 0.0024999999999995026 , -2.2157484520417972E-14 , -7.80907518967654E-15 , -46.063130058046745 , -1.627328472403751E-15 , -8.399049513710567E-16 , 1.2140018337003344 , -5.915461194453578E-15 , -2.7494344897921866E-15 , -1.3380713388289334 , -6.535020293114743E-12 , -9.37310878050642E-12 , 4.259671231698355E-12 , 95.05000000000001 , 95.04999999999998 , 95.04999999999995 , 95.04999999999998
5.9225 , 0.002500000000000391 , -2.1733986034885822E-14 , -8.234126305054958E-15 , -46.063130058046745 , -1.6278663376878542E-15 , -8.401010432815331E-16 , 1.2128728354145981 , -5.919530190128664E-15 , -2.7515344951151022E-15 , -1.33503774549254 , -1.2060808460142858E-11 , -9.154792992456723E-12 , 4.129418253094436E-12 , 95.04999999999998 , 95.05000000000001 , 95.04999999999998 , 95.04999999999995
5.925 , 0.0024999999999995026 , -2.13217906035743E-14 , -8.894737087947275E-15 , -46.06313005804711 , -1.6283939480003687E-15 , -8.403105683330181E-16 , 1.211743837128862 , -5.923600517594425E-15 , -2.7536350062388627E-15 , -1.332006974651862 , -1.6113214291114746E-11 , -8.704751125269685E-12 , 4.121041856332198E-12 , 95.04999999999995 , 95.05000000000001 , 95.04999999999998 , 95.04999999999993
5.9275 , 0.002500000000000391 , -2.0948715631843777E-14 , -9.678723904869628E-15 , -46.06313005804711 , -1.6289118673583207E-15 , -8.405379907451257E-16 , 1.2106148388431257 , -5.927672151768621E-15 , -2.7557360629345093E-15 , -1.3289790263068972 , -1.818591836571923E-11 , -7.617140608271217E-12 , 4.2519276536657885E-12 , 95.04999999999993 , 95.05000000000001 , 95.04999999999998 , 95.04999999999987
5.93 , 0.0024999999999995026 , -2.0626354030543422E-14 , -1.0554306585239946E-14 , -46.06313005804693 , -1.6294212539808987E-15 , -8.407857835185416E-16 , 1.2094858405573896 , -5.931745069819261E-15 , -2.7578377131721437E-15 , -1.325953900457648 , -1.970613014746893E-11 , -6.355649589332202E-12 , 4.34790983499206E-12 , 95.04999999999987 , 95.05000000000001 , 95.05000000000001 , 95.04999999999987
